role,filename,sr,channels,subtype,duration,frames,min,max,max_abs,rms,dc_offset,nan,inf,near_silent,n_samples_near_fullscale,max_consecutive_run_near_fullscale
Mix-H,H0058.wav,4000,1,PCM_16,15.0,60000,-0.00885009765625,0.007049560546875,0.00885009765625,0.0007818184910134087,-1.5411376953125e-07,False,False,False,0,0
Mix-H,H0059.wav,4000,1,PCM_16,15.0,60000,-0.03955078125,0.044586181640625,0.044586181640625,0.00414136435772329,4.231770833333333e-07,False,False,False,0,0
Mix-H,H0060.wav,4000,1,PCM_16,15.0,60000,-0.025543212890625,0.0247802734375,0.025543212890625,0.0032793514685661696,-6.317138671875e-07,False,False,False,0,0
Mix-H,H0061.wav,4000,1,PCM_16,15.0,60000,-0.005035400390625,0.005401611328125,0.005401611328125,0.0004606963081582203,-2.0345052083333334e-09,False,False,False,0,0
Mix-H,H0062.wav,4000,1,PCM_16,15.0,60000,-0.047943115234375,0.047271728515625,0.047943115234375,0.006497212744555947,-2.4627685546875e-06,False,False,False,0,0
Mix-H,H0063.wav,4000,1,PCM_16,15.0,60000,-0.0072021484375,0.01129150390625,0.01129150390625,0.0007461373938865574,1.4444986979166667e-07,False,False,False,0,0
Mix-H,H0064.wav,4000,1,PCM_16,15.0,60000,-0.01409912109375,0.006011962890625,0.01409912109375,0.0005608812474625915,-1.3682047526041666e-07,False,False,False,0,0
Mix-H,H0065.wav,4000,1,PCM_16,15.0,60000,-0.020782470703125,0.024871826171875,0.024871826171875,0.001814710332100755,1.9480387369791668e-07,False,False,False,0,0
Mix-H,H0066.wav,4000,1,PCM_16,15.0,60000,-0.03173828125,0.03277587890625,0.03277587890625,0.004865729814783506,5.055745442708333e-07,False,False,False,0,0
Mix-H,H0067.wav,4000,1,PCM_16,15.0,60000,-0.020233154296875,0.02850341796875,0.02850341796875,0.001454719562216449,1.2359619140625e-07,False,False,False,0,0
Mix-H,H0068.wav,4000,1,PCM_16,15.0,60000,-0.019744873046875,0.014923095703125,0.019744873046875,0.001695243892658489,9.358723958333334e-08,False,False,False,0,0
Mix-H,H0069.wav,4000,1,PCM_16,15.0,60000,-0.017059326171875,0.016265869140625,0.017059326171875,0.002364092709205854,3.2297770182291667e-07,False,False,False,0,0
Mix-H,H0070.wav,4000,1,PCM_16,15.0,60000,-0.017059326171875,0.016265869140625,0.017059326171875,0.002364092709205854,3.2297770182291667e-07,False,False,False,0,0
Mix-H,H0071.wav,4000,1,PCM_16,15.0,60000,-0.019744873046875,0.014923095703125,0.019744873046875,0.001695243892658489,9.358723958333334e-08,False,False,False,0,0
Mix-H,H0072.wav,4000,1,PCM_16,15.0,60000,-0.02447509765625,0.029022216796875,0.029022216796875,0.0029770858725665875,-3.7129720052083334e-08,False,False,False,0,0
Mix-H,H0073.wav,4000,1,PCM_16,15.0,60000,-0.011962890625,0.010833740234375,0.011962890625,0.0011764159306111705,-3.47900390625e-07,False,False,False,0,0
Mix-H,H0074.wav,4000,1,PCM_16,15.0,60000,-0.0426025390625,0.048736572265625,0.048736572265625,0.004521437130455324,-7.832845052083334e-08,False,False,False,0,0
Mix-H,H0075.wav,4000,1,PCM_16,15.0,60000,-0.066619873046875,0.07470703125,0.07470703125,0.004594630079239463,-5.320231119791667e-06,False,False,False,0,0
Mix-H,H0076.wav,4000,1,PCM_16,15.0,60000,-0.009185791015625,0.010162353515625,0.010162353515625,0.0012204907232508358,4.908243815104167e-07,False,False,False,0,0
Mix-H,H0077.wav,4000,1,PCM_16,15.0,60000,-0.026947021484375,0.01641845703125,0.026947021484375,0.0031053174879714734,-8.249918619791667e-07,False,False,False,0,0
Mix-H,H0078.wav,4000,1,PCM_16,15.0,60000,-0.021331787109375,0.01727294921875,0.021331787109375,0.0018266332055532023,-1.6123453776041667e-07,False,False,False,0,0
Mix-H,H0079.wav,4000,1,PCM_16,15.0,60000,-0.014984130859375,0.01849365234375,0.01849365234375,0.0023930773798035787,-1.6326904296875e-07,False,False,False,0,0
Mix-H,H0080.wav,4000,1,PCM_16,15.0,60000,-0.026611328125,0.02764892578125,0.02764892578125,0.0021152043884960317,9.613037109375e-07,False,False,False,0,0
Mix-H,H0081.wav,4000,1,PCM_16,15.0,60000,-0.033843994140625,0.03411865234375,0.03411865234375,0.0027185064845947314,8.214314778645833e-07,False,False,False,0,0
Mix-H,H0082.wav,4000,1,PCM_16,15.0,60000,-0.017059326171875,0.016265869140625,0.017059326171875,0.002364092709205854,3.2297770182291667e-07,False,False,False,0,0
Mix-H,H0083.wav,4000,1,PCM_16,15.0,60000,-0.0225830078125,0.03369140625,0.03369140625,0.004569159429200624,-1.22528076171875e-06,False,False,False,0,0
Mix-H,H0084.wav,4000,1,PCM_16,15.0,60000,-0.04876708984375,0.0433349609375,0.04876708984375,0.005941203810680882,-5.9967041015625e-07,False,False,False,0,0
Mix-H,H0085.wav,4000,1,PCM_16,15.0,60000,-0.039825439453125,0.04632568359375,0.04632568359375,0.0028401830275748027,-4.6539306640625e-07,False,False,False,0,0
Mix-H,H0086.wav,4000,1,PCM_16,15.0,60000,-0.011962890625,0.010833740234375,0.011962890625,0.0011764159306111705,-3.47900390625e-07,False,False,False,0,0
Mix-H,H0087.wav,4000,1,PCM_16,15.0,60000,-0.100311279296875,0.09161376953125,0.100311279296875,0.00476093049777342,1.3910929361979166e-06,False,False,False,0,0
Mix-H,H0088.wav,4000,1,PCM_16,15.0,60000,-0.070465087890625,0.060333251953125,0.070465087890625,0.003522521281802894,-7.268269856770833e-07,False,False,False,0,0
Mix-H,H0089.wav,4000,1,PCM_16,15.0,60000,-0.048370361328125,0.03863525390625,0.048370361328125,0.0026565223354389086,4.124959309895833e-07,False,False,False,0,0
Mix-H,H0090.wav,4000,1,PCM_16,15.0,60000,-0.007659912109375,0.007781982421875,0.007781982421875,0.0013109812142317158,-3.163655598958333e-07,False,False,False,0,0
Mix-H,H0091.wav,4000,1,PCM_16,15.0,60000,-0.04547119140625,0.041351318359375,0.04547119140625,0.003958281736419297,-1.9175211588541667e-07,False,False,False,0,0
Mix-H,H0092.wav,4000,1,PCM_16,15.0,60000,-0.010345458984375,0.00982666015625,0.010345458984375,0.0014888427969075556,4.7810872395833335e-08,False,False,False,0,0
Mix-H,H0093.wav,4000,1,PCM_16,15.0,60000,-0.056365966796875,0.054595947265625,0.056365966796875,0.005904639799711142,1.7954508463541667e-07,False,False,False,0,0
Mix-H,H0094.wav,4000,1,PCM_16,15.0,60000,-0.017059326171875,0.016265869140625,0.017059326171875,0.002364092709205854,3.2297770182291667e-07,False,False,False,0,0
Mix-H,H0095.wav,4000,1,PCM_16,15.0,60000,-0.01080322265625,0.010894775390625,0.010894775390625,0.000926448424349174,4.7353108723958333e-07,False,False,False,0,0
Mix-H,H0096.wav,4000,1,PCM_16,15.0,60000,-0.014892578125,0.013763427734375,0.014892578125,0.0011088841378212595,-2.288818359375e-08,False,False,False,0,0
Mix-H,H0097.wav,4000,1,PCM_16,15.0,60000,-0.15960693359375,0.14459228515625,0.15960693359375,0.010047866571698006,-6.163533528645833e-06,False,False,False,0,0
Mix-H,H0098.wav,4000,1,PCM_16,15.0,60000,-0.070709228515625,0.07379150390625,0.07379150390625,0.00837587579271684,-1.0274251302083333e-06,False,False,False,0,0
Mix-H,H0099.wav,4000,1,PCM_16,15.0,60000,-0.08197021484375,0.060791015625,0.08197021484375,0.004946410219077521,-2.82745361328125e-06,False,False,False,0,0
Mix-H,H0100.wav,4000,1,PCM_16,15.0,60000,-0.033843994140625,0.03411865234375,0.03411865234375,0.0027185064845947314,8.214314778645833e-07,False,False,False,0,0
Mix-H,H0101.wav,4000,1,PCM_16,15.0,60000,-0.021331787109375,0.01727294921875,0.021331787109375,0.0018266332055532023,-1.6123453776041667e-07,False,False,False,0,0
Mix-H,H0102.wav,4000,1,PCM_16,15.0,60000,-0.013580322265625,0.013397216796875,0.013580322265625,0.0019214819868770493,-2.604166666666667e-07,False,False,False,0,0
Mix-H,H0103.wav,4000,1,PCM_16,15.0,60000,-0.20843505859375,0.286956787109375,0.286956787109375,0.010507108430336446,-1.17034912109375e-06,False,False,False,0,0
Mix-H,H0104.wav,4000,1,PCM_16,15.0,60000,-0.026611328125,0.02764892578125,0.02764892578125,0.0021152043884960317,9.613037109375e-07,False,False,False,0,0
Mix-H,H0105.wav,4000,1,PCM_16,15.0,60000,-0.021331787109375,0.01727294921875,0.021331787109375,0.0018266332055532023,-1.6123453776041667e-07,False,False,False,0,0
Mix-H,H0106.wav,4000,1,PCM_16,15.0,60000,-0.015594482421875,0.016265869140625,0.016265869140625,0.0016071680678964918,-4.872639973958333e-07,False,False,False,0,0
Mix-H,H0107.wav,4000,1,PCM_16,15.0,60000,-0.03173828125,0.03277587890625,0.03277587890625,0.004865729814783506,5.055745442708333e-07,False,False,False,0,0
Mix-H,H0108.wav,4000,1,PCM_16,15.0,60000,-0.0177001953125,0.0162353515625,0.0177001953125,0.0013839625169332706,-2.1413167317708333e-07,False,False,False,0,0
Mix-H,H0109.wav,4000,1,PCM_16,15.0,60000,-0.015289306640625,0.01385498046875,0.015289306640625,0.0014792577580881728,-2.0345052083333334e-09,False,False,False,0,0
Mix-H,H0110.wav,4000,1,PCM_16,15.0,60000,-0.1986083984375,0.178192138671875,0.1986083984375,0.007851508811155062,1.9190470377604166e-06,False,False,False,0,0
Mix-H,H0111.wav,4000,1,PCM_16,15.0,60000,-0.20843505859375,0.286956787109375,0.286956787109375,0.010507108430336446,-1.17034912109375e-06,False,False,False,0,0
Mix-H,H0112.wav,4000,1,PCM_16,15.0,60000,-0.037841796875,0.04180908203125,0.04180908203125,0.002699033327353918,-6.174723307291666e-07,False,False,False,0,0
Mix-H,H0113.wav,4000,1,PCM_16,15.0,60000,-0.0655517578125,0.0528564453125,0.0655517578125,0.005527513794030075,-6.479899088541667e-07,False,False,False,0,0
Mix-H,H0114.wav,4000,1,PCM_16,15.0,60000,-0.020782470703125,0.024871826171875,0.024871826171875,0.001814710332100755,1.9480387369791668e-07,False,False,False,0,0
Mix-H,H0115.wav,4000,1,PCM_16,15.0,60000,-0.02606201171875,0.020050048828125,0.02606201171875,0.002677208935502182,1.39923095703125e-06,False,False,False,0,0
Mix-H,H0116.wav,4000,1,PCM_16,15.0,60000,-0.0216064453125,0.026702880859375,0.026702880859375,0.0020966096230266074,-1.6225179036458333e-07,False,False,False,0,0
Mix-H,H0117.wav,4000,1,PCM_16,15.0,60000,-0.0352783203125,0.037445068359375,0.037445068359375,0.003870236147578659,2.5293986002604168e-06,False,False,False,0,0
Mix-H,H0118.wav,4000,1,PCM_16,15.0,60000,-0.037750244140625,0.04449462890625,0.04449462890625,0.0025826536006630417,-3.8960774739583336e-07,False,False,False,0,0
Mix-H,H0119.wav,4000,1,PCM_16,15.0,60000,-0.072296142578125,0.05914306640625,0.072296142578125,0.007147764738184639,5.837504069010417e-06,False,False,False,0,0
Mix-H,H0120.wav,4000,1,PCM_16,15.0,60000,-0.00665283203125,0.0054931640625,0.00665283203125,0.0006899282805608697,-2.8533935546875e-07,False,False,False,0,0
Mix-H,H0121.wav,4000,1,PCM_16,15.0,60000,-0.03570556640625,0.0347900390625,0.03570556640625,0.005070767689515646,-1.91192626953125e-06,False,False,False,0,0
Mix-H,H0122.wav,4000,1,PCM_16,15.0,60000,-0.015594482421875,0.016265869140625,0.016265869140625,0.0016071680678964918,-4.872639973958333e-07,False,False,False,0,0
Mix-H,H0123.wav,4000,1,PCM_16,15.0,60000,-0.027191162109375,0.027069091796875,0.027191162109375,0.0029896785833958407,1.5019734700520833e-06,False,False,False,0,0
Mix-H,H0124.wav,4000,1,PCM_16,15.0,60000,-0.077972412109375,0.114532470703125,0.114532470703125,0.002617800433826959,1.1133829752604167e-06,False,False,False,0,0
Mix-H,H0125.wav,4000,1,PCM_16,15.0,60000,-0.026611328125,0.02764892578125,0.02764892578125,0.0021152043884960317,9.613037109375e-07,False,False,False,0,0
Mix-H,H0126.wav,4000,1,PCM_16,15.0,60000,-0.20843505859375,0.286956787109375,0.286956787109375,0.010507108430336446,-1.17034912109375e-06,False,False,False,0,0
Mix-H,H0127.wav,4000,1,PCM_16,15.0,60000,-0.019012451171875,0.03875732421875,0.03875732421875,0.0035601798553003727,5.711873372395833e-07,False,False,False,0,0
Mix-H,H0128.wav,4000,1,PCM_16,15.0,60000,-0.03411865234375,0.032928466796875,0.03411865234375,0.0032222042392894266,5.92041015625e-07,False,False,False,0,0
Mix-H,H0129.wav,4000,1,PCM_16,15.0,60000,-0.01751708984375,0.013153076171875,0.01751708984375,0.0020803075948889653,-1.2385050455729166e-06,False,False,False,0,0
Mix-H,H0130.wav,4000,1,PCM_16,15.0,60000,-0.025482177734375,0.0308837890625,0.0308837890625,0.004334508784710337,-9.394327799479166e-07,False,False,False,0,0
Mix-H,H0131.wav,4000,1,PCM_16,15.0,60000,-0.070465087890625,0.060333251953125,0.070465087890625,0.003522521281802894,-7.268269856770833e-07,False,False,False,0,0
Mix-H,H0132.wav,4000,1,PCM_16,15.0,60000,-0.047698974609375,0.0513916015625,0.0513916015625,0.006490927311163599,-1.3402303059895833e-06,False,False,False,0,0
Mix-H,H0133.wav,4000,1,PCM_16,15.0,60000,-0.025177001953125,0.025054931640625,0.025177001953125,0.002420227505624187,-1.2339274088541667e-06,False,False,False,0,0
Mix-H,H0134.wav,4000,1,PCM_16,15.0,60000,-0.056365966796875,0.054595947265625,0.056365966796875,0.005904639799711142,1.7954508463541667e-07,False,False,False,0,0
Mix-H,H0135.wav,4000,1,PCM_16,15.0,60000,-0.070465087890625,0.060333251953125,0.070465087890625,0.003522521281802894,-7.268269856770833e-07,False,False,False,0,0
Mix-H,H0136.wav,4000,1,PCM_16,15.0,60000,-0.047943115234375,0.047271728515625,0.047943115234375,0.006497212744555947,-2.4627685546875e-06,False,False,False,0,0
Mix-H,H0137.wav,4000,1,PCM_16,15.0,60000,-0.02752685546875,0.025360107421875,0.02752685546875,0.0034570137367415563,7.1563720703125e-07,False,False,False,0,0
Mix-H,H0138.wav,4000,1,PCM_16,15.0,60000,-0.01751708984375,0.013153076171875,0.01751708984375,0.0020803075948889653,-1.2385050455729166e-06,False,False,False,0,0
Mix-H,H0139.wav,4000,1,PCM_16,15.0,60000,-0.027008056640625,0.021881103515625,0.027008056640625,0.0036223418350077815,1.3580322265625e-07,False,False,False,0,0
Mix-H,H0140.wav,4000,1,PCM_16,15.0,60000,-0.1986083984375,0.178192138671875,0.1986083984375,0.007851508811155062,1.9190470377604166e-06,False,False,False,0,0
Mix-H,H0141.wav,4000,1,PCM_16,15.0,60000,-0.01409912109375,0.006011962890625,0.01409912109375,0.0005608812474625915,-1.3682047526041666e-07,False,False,False,0,0
Mix-H,H0142.wav,4000,1,PCM_16,15.0,60000,-0.03411865234375,0.032928466796875,0.03411865234375,0.0032222042392894266,5.92041015625e-07,False,False,False,0,0
Mix-H,H0143.wav,4000,1,PCM_16,15.0,60000,-0.1986083984375,0.178192138671875,0.1986083984375,0.007851508811155062,1.9190470377604166e-06,False,False,False,0,0
Mix-H,H0144.wav,4000,1,PCM_16,15.0,60000,-0.07989501953125,0.079681396484375,0.07989501953125,0.003832672029515736,-6.8817138671875e-07,False,False,False,0,0
Mix-H,H0145.wav,4000,1,PCM_16,15.0,60000,-0.15960693359375,0.14459228515625,0.15960693359375,0.010047866571698006,-6.163533528645833e-06,False,False,False,0,0
Mix-L,L0001.wav,4000,1,PCM_16,15.0,60000,-0.02630615234375,0.0245361328125,0.02630615234375,0.0036018698012840263,6.627400716145833e-07,False,False,False,0,0
Mix-L,L0002.wav,4000,1,PCM_16,15.0,60000,-0.0347900390625,0.0323486328125,0.0347900390625,0.0033554083694196,4.0028889973958335e-07,False,False,False,0,0
Mix-L,L0003.wav,4000,1,PCM_16,15.0,60000,-0.176788330078125,0.191375732421875,0.191375732421875,0.007593169869461912,-1.9287109375e-06,False,False,False,0,0
Mix-L,L0004.wav,4000,1,PCM_16,15.0,60000,-0.089599609375,0.06591796875,0.089599609375,0.004390877810382954,-7.166544596354166e-07,False,False,False,0,0
Mix-L,L0005.wav,4000,1,PCM_16,15.0,60000,-0.0509033203125,0.053802490234375,0.053802490234375,0.005526462501249503,7.420857747395833e-07,False,False,False,0,0
Mix-L,L0006.wav,4000,1,PCM_16,15.0,60000,-0.0147705078125,0.012420654296875,0.0147705078125,0.002334891768696325,3.7129720052083334e-08,False,False,False,0,0
Mix-L,L0007.wav,4000,1,PCM_16,15.0,60000,-0.031982421875,0.033935546875,0.033935546875,0.0021521017803398284,5.900065104166667e-08,False,False,False,0,0
Mix-L,L0008.wav,4000,1,PCM_16,15.0,60000,-0.02490234375,0.0269775390625,0.0269775390625,0.0029355612127571953,1.58233642578125e-06,False,False,False,0,0
Mix-L,L0009.wav,4000,1,PCM_16,15.0,60000,-0.021820068359375,0.023345947265625,0.023345947265625,0.004368182334716705,1.220703125e-07,False,False,False,0,0
Mix-L,L0010.wav,4000,1,PCM_16,15.0,60000,-0.0201416015625,0.021026611328125,0.021026611328125,0.0015385798514006895,1.5055338541666666e-07,False,False,False,0,0
Mix-L,L0011.wav,4000,1,PCM_16,15.0,60000,-0.054840087890625,0.05426025390625,0.054840087890625,0.0031836678124805545,2.899169921875e-08,False,False,False,0,0
Mix-L,L0012.wav,4000,1,PCM_16,15.0,60000,-0.0498046875,0.051361083984375,0.051361083984375,0.004368360585488815,-3.814697265625e-07,False,False,False,0,0
Mix-L,L0013.wav,4000,1,PCM_16,15.0,60000,-0.0147705078125,0.012420654296875,0.0147705078125,0.002334891768696325,3.7129720052083334e-08,False,False,False,0,0
Mix-L,L0014.wav,4000,1,PCM_16,15.0,60000,-0.034393310546875,0.03466796875,0.03466796875,0.005712699082687525,-1.1881510416666667e-06,False,False,False,0,0
Mix-L,L0015.wav,4000,1,PCM_16,15.0,60000,-0.0201416015625,0.021026611328125,0.021026611328125,0.0015385798514006895,1.5055338541666666e-07,False,False,False,0,0
Mix-L,L0016.wav,4000,1,PCM_16,15.0,60000,-0.004791259765625,0.005767822265625,0.005767822265625,0.0005638596270065032,-2.4261474609375e-07,False,False,False,0,0
Mix-L,L0017.wav,4000,1,PCM_16,15.0,60000,-0.046295166015625,0.045440673828125,0.046295166015625,0.0052004628523058755,3.4337361653645834e-06,False,False,False,0,0
Mix-L,L0018.wav,4000,1,PCM_16,15.0,60000,-0.014678955078125,0.014984130859375,0.014984130859375,0.002591980003344777,-6.556193033854167e-07,False,False,False,0,0
Mix-L,L0019.wav,4000,1,PCM_16,15.0,60000,-0.03228759765625,0.03448486328125,0.03448486328125,0.002519315308673877,-1.0172526041666667e-09,False,False,False,0,0
Mix-L,L0020.wav,4000,1,PCM_16,15.0,60000,-0.0347900390625,0.0323486328125,0.0347900390625,0.0033554083694196,4.0028889973958335e-07,False,False,False,0,0
Mix-L,L0021.wav,4000,1,PCM_16,15.0,60000,-0.023895263671875,0.032623291015625,0.032623291015625,0.0031188213764859274,4.425048828125e-08,False,False,False,0,0
Mix-L,L0022.wav,4000,1,PCM_16,15.0,60000,-0.114776611328125,0.12335205078125,0.12335205078125,0.005011189531363948,1.52740478515625e-06,False,False,False,0,0
Mix-L,L0023.wav,4000,1,PCM_16,15.0,60000,-0.05194091796875,0.051666259765625,0.05194091796875,0.0028436650638594295,-3.011067708333333e-07,False,False,False,0,0
Mix-L,L0024.wav,4000,1,PCM_16,15.0,60000,-0.082733154296875,0.067596435546875,0.082733154296875,0.0089779071297397,-5.583699544270833e-06,False,False,False,0,0
Mix-L,L0025.wav,4000,1,PCM_16,15.0,60000,-0.0147705078125,0.012420654296875,0.0147705078125,0.002334891768696325,3.7129720052083334e-08,False,False,False,0,0
Mix-L,L0026.wav,4000,1,PCM_16,15.0,60000,-0.060302734375,0.071441650390625,0.071441650390625,0.004215596556202298,1.1494954427083334e-07,False,False,False,0,0
Mix-L,L0027.wav,4000,1,PCM_16,15.0,60000,-0.076171875,0.066192626953125,0.076171875,0.005831857332045387,-2.7180989583333334e-06,False,False,False,0,0
Mix-L,L0028.wav,4000,1,PCM_16,15.0,60000,-0.046295166015625,0.045440673828125,0.046295166015625,0.0052004628523058755,3.4337361653645834e-06,False,False,False,0,0
Mix-L,L0029.wav,4000,1,PCM_16,15.0,60000,-0.035308837890625,0.03070068359375,0.035308837890625,0.004605080417641438,-1.6042073567708333e-06,False,False,False,0,0
Mix-L,L0030.wav,4000,1,PCM_16,15.0,60000,-0.0147705078125,0.012420654296875,0.0147705078125,0.002334891768696325,3.7129720052083334e-08,False,False,False,0,0
Mix-L,L0031.wav,4000,1,PCM_16,15.0,60000,-0.0177001953125,0.0162353515625,0.0177001953125,0.0013839625169332706,-2.1413167317708333e-07,False,False,False,0,0
Mix-L,L0032.wav,4000,1,PCM_16,15.0,60000,-0.02435302734375,0.023193359375,0.02435302734375,0.002559397710064602,-1.7547607421875e-07,False,False,False,0,0
Mix-L,L0033.wav,4000,1,PCM_16,15.0,60000,-0.07720947265625,0.0849609375,0.0849609375,0.005627468240085046,5.849202473958333e-08,False,False,False,0,0
Mix-L,L0034.wav,4000,1,PCM_16,15.0,60000,-0.046295166015625,0.045440673828125,0.046295166015625,0.0052004628523058755,3.4337361653645834e-06,False,False,False,0,0
Mix-L,L0035.wav,4000,1,PCM_16,15.0,60000,-0.04827880859375,0.056304931640625,0.056304931640625,0.0026391694018460493,-3.6519368489583335e-07,False,False,False,0,0
Mix-L,L0036.wav,4000,1,PCM_16,15.0,60000,-0.038116455078125,0.03448486328125,0.038116455078125,0.005697220873131117,-9.9334716796875e-07,False,False,False,0,0
Mix-L,L0037.wav,4000,1,PCM_16,15.0,60000,-0.18121337890625,0.189697265625,0.189697265625,0.009387999512317094,-2.2328694661458335e-06,False,False,False,0,0
Mix-L,L0038.wav,4000,1,PCM_16,15.0,60000,-0.18121337890625,0.189697265625,0.189697265625,0.009387999512317094,-2.2328694661458335e-06,False,False,False,0,0
Mix-L,L0039.wav,4000,1,PCM_16,15.0,60000,-0.043212890625,0.043365478515625,0.043365478515625,0.0021734440563639158,3.3315022786458333e-07,False,False,False,0,0
Mix-L,L0040.wav,4000,1,PCM_16,15.0,60000,-0.017822265625,0.018951416015625,0.018951416015625,0.0028516365884274863,-5.452473958333333e-07,False,False,False,0,0
Mix-L,L0041.wav,4000,1,PCM_16,15.0,60000,-0.019744873046875,0.021270751953125,0.021270751953125,0.0021380769977886226,-2.3956298828125e-07,False,False,False,0,0
Mix-L,L0042.wav,4000,1,PCM_16,15.0,60000,-0.144378662109375,0.118438720703125,0.144378662109375,0.008549063975623765,-1.904296875e-06,False,False,False,0,0
Mix-L,L0043.wav,4000,1,PCM_16,15.0,60000,-0.10986328125,0.0697021484375,0.10986328125,0.006305628631856181,-3.5125732421875e-06,False,False,False,0,0
Mix-L,L0044.wav,4000,1,PCM_16,15.0,60000,-0.046295166015625,0.045440673828125,0.046295166015625,0.0052004628523058755,3.4337361653645834e-06,False,False,False,0,0
Mix-L,L0045.wav,4000,1,PCM_16,15.0,60000,-0.045379638671875,0.036956787109375,0.045379638671875,0.003559227950067507,-3.0731201171875e-06,False,False,False,0,0
Mix-L,L0046.wav,4000,1,PCM_16,15.0,60000,-0.019744873046875,0.021270751953125,0.021270751953125,0.0021380769977886226,-2.3956298828125e-07,False,False,False,0,0
Mix-L,L0047.wav,4000,1,PCM_16,15.0,60000,-0.03521728515625,0.034210205078125,0.03521728515625,0.004831895669198137,-2.3091634114583334e-07,False,False,False,0,0
Mix-L,L0048.wav,4000,1,PCM_16,15.0,60000,-0.003631591796875,0.004364013671875,0.004364013671875,0.000561016724883822,3.7129720052083334e-08,False,False,False,0,0
Mix-L,L0049.wav,4000,1,PCM_16,15.0,60000,-0.010101318359375,0.008819580078125,0.010101318359375,0.0012583172096045474,8.977254231770834e-07,False,False,False,0,0
Mix-L,L0050.wav,4000,1,PCM_16,15.0,60000,-0.082733154296875,0.067596435546875,0.082733154296875,0.0089779071297397,-5.583699544270833e-06,False,False,False,0,0
Mix-L,L0051.wav,4000,1,PCM_16,15.0,60000,-0.0042724609375,0.00445556640625,0.00445556640625,0.00046127357192659636,-1.251220703125e-07,False,False,False,0,0
Mix-L,L0052.wav,4000,1,PCM_16,15.0,60000,-0.035308837890625,0.03070068359375,0.035308837890625,0.004605080417641438,-1.6042073567708333e-06,False,False,False,0,0
Mix-L,L0053.wav,4000,1,PCM_16,15.0,60000,-0.088348388671875,0.07928466796875,0.088348388671875,0.005316723568710166,2.0579020182291666e-06,False,False,False,0,0
Mix-L,L0054.wav,4000,1,PCM_16,15.0,60000,-0.0301513671875,0.032379150390625,0.032379150390625,0.0056112366432750785,-1.50909423828125e-06,False,False,False,0,0
Mix-L,L0055.wav,4000,1,PCM_16,15.0,60000,-0.0177001953125,0.0162353515625,0.0177001953125,0.0013839625169332706,-2.1413167317708333e-07,False,False,False,0,0
Mix-L,L0056.wav,4000,1,PCM_16,15.0,60000,-0.02630615234375,0.0245361328125,0.02630615234375,0.0036018698012840263,6.627400716145833e-07,False,False,False,0,0
Mix-L,L0057.wav,4000,1,PCM_16,15.0,60000,-0.00384521484375,0.004180908203125,0.004180908203125,0.00043751087842200484,-8.900960286458334e-08,False,False,False,0,0
Mix-L,L0058.wav,4000,1,PCM_16,15.0,60000,-0.051544189453125,0.06829833984375,0.06829833984375,0.0054323781345643,3.09600830078125e-06,False,False,False,0,0
Mix-L,L0059.wav,4000,1,PCM_16,15.0,60000,-0.02978515625,0.033233642578125,0.033233642578125,0.0033777872292456816,3.248087565104167e-06,False,False,False,0,0
Mix-L,L0060.wav,4000,1,PCM_16,15.0,60000,-0.155853271484375,0.191680908203125,0.191680908203125,0.008967453552314207,2.34222412109375e-06,False,False,False,0,0
Mix-L,L0061.wav,4000,1,PCM_16,15.0,60000,-0.043487548828125,0.0419921875,0.043487548828125,0.003049603683605953,9.206136067708333e-08,False,False,False,0,0
Mix-L,L0062.wav,4000,1,PCM_16,15.0,60000,-0.023406982421875,0.02532958984375,0.02532958984375,0.0032590378805480305,6.235758463541667e-07,False,False,False,0,0
Mix-L,L0063.wav,4000,1,PCM_16,15.0,60000,-0.0216064453125,0.019378662109375,0.0216064453125,0.0022190730414932336,4.57763671875e-08,False,False,False,0,0
Mix-L,L0064.wav,4000,1,PCM_16,15.0,60000,-0.022003173828125,0.016693115234375,0.022003173828125,0.0018296858100030893,9.104410807291667e-07,False,False,False,0,0
Mix-L,L0065.wav,4000,1,PCM_16,15.0,60000,-0.031982421875,0.033935546875,0.033935546875,0.0021521017803398284,5.900065104166667e-08,False,False,False,0,0
Mix-L,L0066.wav,4000,1,PCM_16,15.0,60000,-0.18121337890625,0.189697265625,0.189697265625,0.009387999512317094,-2.2328694661458335e-06,False,False,False,0,0
Mix-L,L0067.wav,4000,1,PCM_16,15.0,60000,-0.398651123046875,0.5457763671875,0.5457763671875,0.014844122485665577,6.581624348958334e-07,False,False,False,0,0
Mix-L,L0068.wav,4000,1,PCM_16,15.0,60000,-0.0509033203125,0.053802490234375,0.053802490234375,0.005526462501249503,7.420857747395833e-07,False,False,False,0,0
Mix-L,L0069.wav,4000,1,PCM_16,15.0,60000,-0.0164794921875,0.018157958984375,0.018157958984375,0.00117130614752684,-4.628499348958333e-08,False,False,False,0,0
Mix-L,L0070.wav,4000,1,PCM_16,15.0,60000,-0.02447509765625,0.022796630859375,0.02447509765625,0.004267176988256529,8.23974609375e-08,False,False,False,0,0
Mix-L,L0071.wav,4000,1,PCM_16,15.0,60000,-0.051544189453125,0.06829833984375,0.06829833984375,0.0054323781345643,3.09600830078125e-06,False,False,False,0,0
Mix-L,L0072.wav,4000,1,PCM_16,15.0,60000,-0.022003173828125,0.016693115234375,0.022003173828125,0.0018296858100030893,9.104410807291667e-07,False,False,False,0,0
